runtime 
Tf idf xgboost
PCA xgboost
0.394736842105263 0.1 0.538563049853372 
0.384615384615385 0.238095238095238 0.556537731371618 
0.560975609756098 0.174242424242424 0.58979812087354 
0.45 0.146341463414634 0.624210806140759 
0.339622641509434 0.136363636363636 0.573546216353479 
0.3125 0.153846153846154 0.542019230769231 
0.333333333333333 0.189655172413793 0.512539184952978 
0.563636363636364 0.23134328358209 0.649505282575885 
0.5 0.156028368794326 0.666839399296877 
0.222222222222222 0.0634920634920635 0.496446014303157 
Code embedding xgboost
0.716981132075472 0.554744525547445 0.85779825972205 
0.692307692307692 0.348837209302326 0.755610518651762 
0.658823529411765 0.411764705882353 0.815989531405783 
0.692307692307692 0.488372093023256 0.858747235285276 
0.612903225806452 0.304 0.756975342465753 
0.602150537634409 0.402877697841727 0.798007747648035 
0.767857142857143 0.307142857142857 0.808775510204082 
0.708860759493671 0.373333333333333 0.796 
0.616438356164384 0.38135593220339 0.776494441406962 
0.606382978723404 0.4453125 0.824866194751381 
