runtime
removing any dimension metrics
0.7,0.488372093,0.930232558,1.0,0.209302326,0.910862749,0.684210526,0.302325581,0.920006229,0.714285714,0.465116279,0.920855482,0.428571429,0.069767442,0.912141819
Keeping only one dimension metrics
0.7,0.488372093,0.930232558,0.48,0.279069767,0.843847591,0.6,0.069767442,0.783341985,0.75,0.348837209,0.880454734,0.444444444,0.093023256,0.895063331
removing any dimension metrics
0.69047619,0.617021277,0.959938662,0.75,0.063829787,0.924667433,0.625,0.212765957,0.950339275,0.666666667,0.212765957,0.932031819,0.4,0.127659574,0.939692352
Keeping only one dimension metrics
0.69047619,0.617021277,0.959938662,0.558823529,0.404255319,0.831432816,0.545454545,0.127659574,0.800669925,0.707317073,0.617021277,0.902622197,0.428571429,0.063829787,0.919884033
removing any dimension metrics
0.615384615,0.421052632,0.95706218,0.526315789,0.263157895,0.917005123,0.736842105,0.368421053,0.928490918,0.612903226,0.5,0.936479972,0.615384615,0.210526316,0.910631113
Keeping only one dimension metrics
0.615384615,0.421052632,0.95706218,0.764705882,0.342105263,0.851052632,0.5,0.131578947,0.810006986,0.631578947,0.315789474,0.894880065,0.636363636,0.184210526,0.902785282
removing any dimension metrics
0.592592593,0.380952381,0.931016156,0.488372093,0.5,0.896338223,0.666666667,0.238095238,0.925691964,0.592592593,0.380952381,0.918943452,0.666666667,0.095238095,0.87763074
Keeping only one dimension metrics
0.592592593,0.380952381,0.931016156,0.714285714,0.119047619,0.837106718,0.428571429,0.071428571,0.804379252,0.714285714,0.238095238,0.875045706,0.666666667,0.095238095,0.866523172
removing any dimension metrics
0.5,0.5,0.949963768,0.625,0.166666667,0.924130435,0.4375,0.233333333,0.926195652,0.52173913,0.4,0.928152174,0.363636364,0.133333333,0.891992754
Keeping only one dimension metrics
0.5,0.5,0.949963768,0.518518519,0.466666667,0.847137681,0.222222222,0.066666667,0.808768116,0.538461538,0.233333333,0.883224638,0.307692308,0.133333333,0.875905797
removing any dimension metrics
0.592592593,0.380952381,0.927535077,0.511627907,0.523809524,0.925914116,0.555555556,0.238095238,0.89578869,0.689655172,0.476190476,0.902672194,0.25,0.071428571,0.911298895
Keeping only one dimension metrics
0.592592593,0.380952381,0.927535077,0.833333333,0.357142857,0.837383078,0.666666667,0.142857143,0.810473002,0.545454545,0.285714286,0.892511692,0.36,0.214285714,0.902202381
removing any dimension metrics
0.515151515,0.354166667,0.930571267,0.461538462,0.375,0.913744344,0.47826087,0.229166667,0.89781957,0.53125,0.354166667,0.917483974,0.454545455,0.208333333,0.856139894
