runtime
0.849338762,0.340335186,0.820473368,0.711181422,0.375106174,0.678121184,0.706043759,0.336720868,0.692636197,0.824368507,0.170669064,0.712882163,0.709500503,0.195258075,0.727108985
removing any dimension metrics
0.823494863,0.421852165,0.809409793,0.769964066,0.417747123,0.802862345,0.601003588,0.189423799,0.773137059,0.67286829,0.412908967,0.800303764,0.681190519,0.193528863,0.745452127
Keeping only one dimension metrics
0.727214453,0.381637887,0.812573139,0.727980101,0.21128379,0.734178622,0.617794471,0.379893838,0.688870451,0.730837141,0.419766518,0.688167243,0.765418826,0.311473812,0.709531842
removing any dimension metrics
0.704139137,0.2540564,0.743121802,0.684162543,0.202019642,0.755838571,0.865855628,0.270391952,0.789824336,0.780918783,0.388795712,0.727671176,0.682098552,0.279373249,0.743096273
Keeping only one dimension metrics
0.758875823,0.279880107,0.772384198,0.869408952,0.19719909,0.659114421,0.635548281,0.211562872,0.704263175,0.698814318,0.382106573,0.76333425,0.831910985,0.374064611,0.713046332
removing any dimension metrics
0.732062052,0.423541458,0.790566703,0.586656947,0.160337672,0.801979322,0.936413641,0.241227424,0.797548697,0.647510664,0.399151953,0.730635916,0.707941138,0.134656334,0.759670783
Keeping only one dimension metrics
0.878667578,0.387513716,0.817248584,0.762746647,0.44738767,0.669599103,0.772941741,0.381930805,0.683692523,0.771723724,0.45470153,0.731715383,0.73545234,0.215480518,0.735357654
removing any dimension metrics
0.871857516,0.239041628,0.814867734,0.586249091,0.303679002,0.79417998,0.71492407,0.255505884,0.778268624,0.785183531,0.463447473,0.71038128,0.723597362,0.233432256,0.726034377
Keeping only one dimension metrics
0.81967848,0.426157325,0.799692865,0.805032256,0.428413578,0.658930567,0.652493434,0.331585529,0.693362446,0.7912404,0.402589553,0.741810434,0.844729732,0.302913547,0.710481823
removing any dimension metrics
0.774639243,0.438680677,0.781525325,0.801686658,0.502317892,0.731094663,0.855376854,0.291402597,0.752556449,0.795229083,0.470665564,0.699025255,0.781425706,0.144094088,0.754090988
Keeping only one dimension metrics
0.795871818,0.41687082,0.76302087,0.842325181,0.412109975,0.663965352,0.68310358,0.420189366,0.705305232,0.75909762,0.318083076,0.771600717,0.767192865,0.280117552,0.718338337
removing any dimension metrics
0.856827467,0.359254019,0.765897986,0.554622455,0.477486393,0.726417582,0.661700611,0.13339338,0.751145167,0.815738125,0.410802871,0.703973265,0.710253448,0.241888328,0.740173524
Keeping only one dimension metrics
0.662024165,0.244037403,0.776124668,0.614345407,0.1364819,0.710207209,0.617073119,0.292398733,0.704568417,0.774225425,0.334334333,0.705678161,0.718492464,0.359190182,0.711475266
removing any dimension metrics
0.778695029,0.386347437,0.776286291,0.588253581,0.361128588,0.704918531,0.760230032,0.228570757,0.749517105,0.734104387,0.436019115,0.70618798,0.722325906,0.191304319,0.719629102
Keeping only one dimension metrics
0.780988969,0.247911194,0.770080461,0.878476749,0.343039885,0.705766639,0.74427058,0.467435336,0.689356042,0.760348685,0.221290337,0.731424689,0.792108517,0.323420766,0.729107423
removing any dimension metrics
0.789314986,0.388035089,0.787782364,0.774159473,0.367467341,0.710062813,0.857047305,0.346323427,0.796928438,0.629685944,0.424534672,0.759952689,0.78919725,0.207987085,0.743909732
Keeping only one dimension metrics
0.670287709,0.318696577,0.753088292,0.617393488,0.445196911,0.731035901,0.60981814,0.171680888,0.710042928,0.81453281,0.391547255,0.773757994,0.700316039,0.277290015,0.723491648
removing any dimension metrics
0.768672222,0.310669019,0.759350356,0.560419355,0.415170535,0.693078912,0.880899494,0.280605489,0.791944056,0.817830367,0.307584598,0.779641455,0.714879489,0.283692111,0.728613935
Keeping only one dimension metrics
0.76315604,0.316347517,0.8097249,0.668283044,0.287857728,0.698339866,0.721871394,0.295973256,0.697874255,0.689841943,0.219027234,0.706270558,0.814259702,0.175872421,0.711472178
removing any dimension metrics
0.745098475,0.242114568,0.77349797,0.669976609,0.394316133,0.726736084,0.928342332,0.33247518,0.785433291,0.760208409,0.30866522,0.772739143,0.742688473,0.222612183,0.737567883
Keeping only one dimension metrics
0.774280028,0.388118573,0.765317556,0.689564983,0.444684252,0.699293221,0.69970778,0.156130826,0.705997426,0.760944061,0.406836782,0.740153694,0.833388026,0.368783309,0.709546752
removing any dimension metrics
0.766358124,0.277188864,0.788705342,0.54638269,0.358879799,0.782071503,0.743016119,0.392836773,0.768682099,0.726631479,0.409877311,0.709274837,0.682252049,0.256434054,0.741914464
Keeping only one dimension metrics
0.759951482,0.234741426,0.748987404,0.757811037,0.398328949,0.701116105,0.757856322,0.11433743,0.704213479,0.761136545,0.329372901,0.745966202,0.825525243,0.194283216,0.719626134
removing any dimension metrics
0.753038355,0.296028087,0.780120139,0.534344923,0.203296686,0.79202485,0.731355531,0.130212132,0.780340849,0.76048779,0.428320459,0.800340663,0.769820772,0.212790991,0.745822363
Keeping only one dimension metrics
0.852252842,0.322584102,0.74812243,0.613081503,0.07725867,0.716956087,0.713229504,0.18361458,0.704625546,0.737568759,0.287694205,0.726926678,0.827887993,0.198054636,0.733586026
removing any dimension metrics
0.821990425,0.392219147,0.746431331,0.789566081,0.165953187,0.774721734,0.974028219,0.254710016,0.791115882,0.705947123,0.330677515,0.768974891,0.787782848,0.276576823,0.756770609
Keeping only one dimension metrics
0.826662538,0.244205233,0.771110709,0.616994065,0.485686829,0.668582113,0.708947503,0.469451398,0.703046777,0.831891852,0.370184101,0.756728355,0.820911666,0.170656495,0.713924634
removing any dimension metrics
0.786481803,0.346673755,0.785849003,0.76144906,0.495462137,0.712416859,0.708435343,0.386866192,0.762017367,0.785858008,0.469160241,0.792627716,0.767315834,0.294850738,0.748058346
Keeping only one dimension metrics
0.813784545,0.344246237,0.759333026,0.894385549,0.282598721,0.726618795,0.611639862,0.312438363,0.699399442,0.711327504,0.201376852,0.765651755,0.829151125,0.307517606,0.7119931
removing any dimension metrics
0.807054745,0.398615938,0.741465592,0.550689992,0.227750895,0.73791078,0.95767377,0.388727711,0.736608982,0.811793446,0.394141595,0.731821606,0.664871774,0.309218981,0.746593686
Keeping only one dimension metrics
0.834762069,0.256825936,0.777335372,0.898317854,0.023525859,0.700288534,0.649444743,0.439973229,0.683799597,0.684991879,0.249854608,0.740277505,0.774275975,0.33994807,0.735693237
removing any dimension metrics
0.755667114,0.375102798,0.808344834,0.780084443,0.419034722,0.721018558,0.702607806,0.252963453,0.787609839,0.630456913,0.348771932,0.758647938,0.693005361,0.155202583,0.763890137
Keeping only one dimension metrics
0.710299054,0.256348767,0.741168586,0.610047278,0.430742612,0.684027142,0.650906694,0.237102633,0.685654453,0.680796045,0.404183743,0.694344548,0.836273185,0.327269859,0.727118878
removing any dimension metrics
0.663941806,0.273323424,0.802791914,0.751210986,0.377720548,0.707922793,0.699005638,0.256628432,0.786224499,0.666714764,0.393465365,0.775354218,0.790298126,0.355030925,0.762384643
Keeping only one dimension metrics
0.689862519,0.448351128,0.749261403,0.912615355,0.208929555,0.698023737,0.760693206,0.374533324,0.71025137,0.792018598,0.233599364,0.708409236,0.765500012,0.362525647,0.735472242
removing any dimension metrics
0.788652902,0.452378418,0.754603367,0.72369139,0.488951929,0.715993231,0.925233696,0.357778654,0.729862447,0.767951077,0.316776729,0.766932175,0.773851481,0.316929178,0.775154106
Keeping only one dimension metrics
0.669225784,0.378336723,0.813662766,0.594676456,0.361251382,0.726652473,0.606377789,0.26446971,0.692133907,0.800318906,0.332342928,0.733159044,0.820178119,0.261088468,0.727633476
removing any dimension metrics
0.716230786,0.373122115,0.778992916,0.727635964,0.225164962,0.730412508,0.620770121,0.271467496,0.728894658,0.723742901,0.357914081,0.723823147,0.792141603,0.178425128,0.73242124
Keeping only one dimension metrics
0.692902695,0.345325612,0.77427909,0.711378273,0.132729701,0.69801106,0.671876969,0.344429345,0.69300099,0.798625942,0.180962818,0.772598992,0.716267632,0.256150149,0.730479617
removing any dimension metrics
0.738624991,0.427731418,0.817033519,0.751750504,0.382168618,0.71618409,0.716938455,0.327710867,0.729039531,0.702470412,0.391842728,0.754421567,0.759649535,0.275411669,0.753724834
Keeping only one dimension metrics
0.669879822,0.376826832,0.810677719,0.81822245,0.397445642,0.675767176,0.63607678,0.327995428,0.695876792,0.691033612,0.333156198,0.754615347,0.804247608,0.165346075,0.711292842
removing any dimension metrics
0.695669102,0.402151575,0.749330354,0.568169952,0.48478387,0.726130362,0.904682931,0.361772957,0.738389962,0.664024256,0.312314256,0.752130285,0.735539374,0.323331519,0.76744932
Keeping only one dimension metrics
0.825973,0.316830166,0.789898767,0.909238724,0.36421889,0.731463398,0.769491424,0.284141223,0.709862166,0.825516633,0.408006754,0.713434353,0.713775929,0.378246289,0.733899184
removing any dimension metrics
0.781667415,0.3480147,0.788772476,0.763993034,0.267140237,0.800398161,0.98367645,0.229212433,0.757588177,0.628260033,0.469307205,0.691845827,0.747690928,0.333002362,0.752275658
Keeping only one dimension metrics
0.777384645,0.347610623,0.772156962,0.828795344,0.176421434,0.737298044,0.699786993,0.276001216,0.690959815,0.710531109,0.212746117,0.766223685,0.695745473,0.293405785,0.724464075
removing any dimension metrics
0.673264887,0.234550141,0.742898722,0.673666466,0.340747736,0.69895147,0.81076125,0.368533111,0.781292143,0.664716916,0.433215346,0.712963191,0.722253082,0.344581499,0.775063203
Keeping only one dimension metrics
0.83317301,0.448578992,0.802318122,0.644674008,0.115949033,0.737804483,0.640917878,0.136278298,0.691838988,0.709482337,0.256433275,0.767513546,0.682746199,0.297270456,0.723380874
removing any dimension metrics
0.814140266,0.332058662,0.761695258,0.720241304,0.319105712,0.766313125,0.664039356,0.378026103,0.763381999,0.673386676,0.470102066,0.755382214,0.688044806,0.351461804,0.719662516
Keeping only one dimension metrics
0.747585559,0.330198526,0.789450054,0.760789397,0.199765465,0.693836327,0.62556258,0.250778852,0.686550919,0.696144316,0.445051876,0.702587448,0.828781069,0.387834584,0.735841059
removing any dimension metrics
0.709973148,0.301355747,0.764389897,0.780995151,0.421602707,0.704515346,0.615741403,0.178565674,0.781501566,0.718689155,0.337503565,0.695774229,0.756263904,0.139877592,0.745201376
Keeping only one dimension metrics
0.704786818,0.252282345,0.807248082,0.682789895,0.381770184,0.72607326,0.716037388,0.41471609,0.687080231,0.692142541,0.312118322,0.735637755,0.73514395,0.266272339,0.720716317
removing any dimension metrics
