runtime ,,,,,,
Tf idf xgboost,,,,,,
0.711864406779661 0.368421052631579 0.750585747757015 ,,,,,,
0.790322580645161 0.40495867768595 0.753691460055096 ,,,,,,
0.65625 0.42 0.748317757009346 ,,,,,,
0.651162790697674 0.307692307692308 0.735081585081585 ,,,,,,
0.689189189189189 0.439655172413793 0.737239110707804 ,,,,,,
0.588235294117647 0.408163265306122 0.747845100773229 ,,,,,,
0.653333333333333 0.426086956521739 0.755352815395581 ,,,,,,
0.574074074074074 0.31 0.744125 ,,,,,,
0.603174603174603 0.336283185840708 0.715012539275316 ,,,,,,
0.698412698412698 0.396396396396396 0.784017026735473 ,,,,,,
PCA xgboost,,,,,,
0.238095238095238 0.0917431192660551 0.586597271230299 ,,,,,,
0.413333333333333 0.284403669724771 0.622103622677017 ,,,,,,
0.428571428571429 0.207920792079208 0.615362004950495 ,,,,,,
0.366666666666667 0.20952380952381 0.616244725738397 ,,,,,,
0.323076923076923 0.205882352941176 0.577383154519669 ,,,,,,
0.380952380952381 0.283185840707965 0.608558415727422 ,,,,,,
0.384615384615385 0.25 0.59325 ,,,,,,
0.478260869565217 0.201834862385321 0.643426059765775 ,,,,,,
0.425 0.154545454545455 0.590131964809384 ,,,,,,
0.238095238095238 0.099009900990099 0.514044507899066 ,,,,,,
Code embedding xgboost,,,,,,
0.5875 0.451923076923077 0.734909609318127 ,,,,,,
0.595238095238095 0.467289719626168 0.716843264480029 ,,,,,,
0.65 0.39 0.766230529595016 ,,,,,,
0.63013698630137 0.368 0.722162162162162 ,,,,,,
0.628571428571429 0.431372549019608 0.730330496978666 ,,,,,,
0.720588235294118 0.445454545454545 0.777536656891496 ,,,,,,
0.658227848101266 0.481481481481481 0.712250712250712 ,,,,,,
0.573333333333333 0.43 0.7651875 ,,,,,,
0.620689655172414 0.473684210526316 0.76661220043573 ,,,,,,
0.653846153846154 0.467889908256881 0.732882975898994 ,,,,,,
cpu ,,,,,,
Tf idf xgboost,,,,,,
0.607843137254902 0.492063492063492 0.764756524078558 ,,,,,,
0.64 0.520325203252033 0.764773285316746 ,,,,,,
0.625 0.447761194029851 0.770840917364398 ,,,,,,
0.67 0.496296296296296 0.79009324009324 ,,,,,,
0.702127659574468 0.461538461538462 0.76646638559996 ,,,,,,
0.680412371134021 0.55 0.816583333333333 ,,,,,,
0.608333333333333 0.514084507042254 0.745047623872733 ,,,,,,
0.673684210526316 0.450704225352113 0.748087445536529 ,,,,,,
0.670103092783505 0.460992907801418 0.750311395815857 ,,,,,,
0.663461538461538 0.485915492957746 0.759790758942142 ,,,,,,
PCA xgboost,,,,,,
0.460431654676259 0.457142857142857 0.636451448906965 ,,,,,,
0.592105263157895 0.310344827586207 0.655797101449275 ,,,,,,
0.463768115942029 0.457142857142857 0.64251398068124 ,,,,,,
0.470588235294118 0.226950354609929 0.61854103343465 ,,,,,,
0.446153846153846 0.221374045801527 0.570696531868248 ,,,,,,
0.4 0.156028368794326 0.596875873814789 ,,,,,,
0.591549295774648 0.287671232876712 0.687406259374063 ,,,,,,
0.519480519480519 0.287769784172662 0.610985944340613 ,,,,,,
0.36231884057971 0.344827586206897 0.534783699059561 ,,,,,,
0.568421052631579 0.473684210526316 0.719355578488705 ,,,,,,
Code embedding xgboost,,,,,,
0.647540983606557 0.642276422764228 0.797866535712337 ,,,,,,
0.757575757575758 0.555555555555556 0.815281015281015 ,,,,,,
0.658333333333333 0.642276422764228 0.833510667321438 ,,,,,,
0.724137931034483 0.591549295774648 0.827603614518653 ,,,,,,
0.682242990654206 0.579365079365079 0.80883543893748 ,,,,,,
0.745098039215686 0.546762589928058 0.841086561355898 ,,,,,,
0.633587786259542 0.576388888888889 0.785615438808374 ,,,,,,
0.780487804878049 0.666666666666667 0.863992049114332 ,,,,,,
0.720338983050847 0.607142857142857 0.848660714285714 ,,,,,,
0.685185185185185 0.560606060606061 0.812131734006734 ,,,,,,
mem ,,,,,,
Tf idf xgboost,,,,,,
0.683673469387755 0.540322580645161 0.787919517758227 ,,,,,,
0.68 0.428571428571429 0.794465468306528 ,,,,,,
0.666666666666667 0.5 0.830299604296213 ,,,,,,
0.6375 0.432203389830508 0.792638585892488 ,,,,,,
0.681818181818182 0.47244094488189 0.803109295638387 ,,,,,,
