runtime 
Tf idf randomForest
0.568627450980392 0.202797202797203 0.6748882886067 
Code embedding randomForest
0.661538461538462 0.671875 0.826898464163823 
0.787878787878788 0.675324675324675 0.841906221119704 
0.67479674796748 0.633587786259542 0.789036588575941 
0.75 0.616438356164384 0.842079701120797 
0.677966101694915 0.601503759398496 0.822417542113122 
0.788617886178862 0.646666666666667 0.869160493827161 
0.698412698412698 0.628571428571429 0.830165816326531 
0.82051282051282 0.568047337278107 0.821730828166623 
0.714285714285714 0.676691729323308 0.837442037148621 
0.820754716981132 0.568627450980392 0.838204695111503 
iowrite 
Tf idf randomForest
0.823529411764706 0.427480916030534 0.828020531718873 
0.761363636363636 0.511450381679389 0.85793629902606 
0.761904761904762 0.488549618320611 0.81460910765991 
0.76 0.580152671755725 0.830508028428534 
0.712765957446808 0.492647058823529 0.80987210024855 
0.734042553191489 0.514925373134328 0.795024005844901 
0.791208791208791 0.529411764705882 0.826118475559238 
0.680851063829787 0.5 0.802734375 
0.788235294117647 0.503759398496241 0.823033192737942 
0.823529411764706 0.451612903225806 0.825237031386225 
PCA randomForest
0.763636363636364 0.315789473684211 0.688922827903091 
0.606382978723404 0.395833333333333 0.732726634576815 
0.5 0.132743362831858 0.692894494885645 
0.463414634146341 0.149606299212598 0.658872998018105 
0.659090909090909 0.420289855072464 0.737986946243191 
0.271028037383178 0.233870967741935 0.551111595466434 
0.878787878787879 0.420289855072464 0.732873368280399 
0.651376146788991 0.496503496503497 0.746232107242938 
0.602941176470588 0.315384615384615 0.669854111405836 
0.375 0.288 0.608772881355932 
Code embedding randomForest
0.787610619469027 0.706349206349206 0.896327683615819 
0.681034482758621 0.647540983606557 0.841781347661604 
0.831775700934579 0.644927536231884 0.840592512930814 
0.801801801801802 0.664179104477612 0.87023506162567 
0.736263736263736 0.549180327868853 0.807940917592694 
0.831858407079646 0.696296296296296 0.872137751786875 
0.761467889908257 0.610294117647059 0.858883077879039 
0.827272727272727 0.636363636363636 0.866072555603241 
0.728682170542636 0.706766917293233 0.874210788294779 
0.745283018867924 0.626984126984127 0.871909081092755 
